ts,equity
1756009860000,-0.0003994729957979837
1756013340000,-0.0009751179028019696
1756021860000,-0.001605172745915956
1756024320000,-0.002674963261109914
1756026900000,-0.004031787625787875
1756029840000,-0.004688024958383857
1756033200000,-0.005589257384813834
1756037160000,-0.006371046667463798
1756039320000,-0.00695000225746778
1756043160000,-0.00738865878322173
1756050060000,-0.0066755211621777055
1756060860000,-0.0005869851920336788
